Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,Latitude,Longitude
214020,LUMINIS HEALTH J KENT MCNEW FAMILY MEDICAL CENTER,175 HARRY S  TRUMAN  PARKWAY,ANNAPOLIS,MD,21401,ANNE ARUNDEL,(443) 481-1000,Psychiatric,Voluntary non-profit - Private,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,38.978163,-76.557827
220001,"HEALTHALLIANCE HOSPITALS, INC",60 HOSPITAL ROAD,LEOMINSTER,MA,1453,WORCESTER,(978) 466-2000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,,7,5,0,5,0,,8,7,0,7,0,,11,10,0,9,1,,8,8,,12,7,,42.541047079352005,-71.76120743570003
220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,2138,MIDDLESEX,(617) 492-3500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,7,0,,8,7,1,6,0,,11,11,0,8,3,,8,8,,12,10,,42.3750603172206,-71.1350716761887
220008,STURDY MEMORIAL HOSPITAL,211 PARK STREET,ATTLEBORO,MA,2703,BRISTOL,(508) 222-5200,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,7,6,0,5,1,,8,7,1,6,0,,11,9,0,7,2,,8,8,,12,7,,41.94258997387069,-71.27519950118104
220010,LAWRENCE GENERAL HOSPITAL,ONE GENERAL STREET,LAWRENCE,MA,1842,ESSEX,(978) 683-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,6,0,6,0,,8,7,0,7,0,,11,10,0,7,3,,8,8,,12,9,,42.700738,-71.166115
220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,2138,MIDDLESEX,(617) 665-2300,Acute Care Hospitals,Government - Local,Yes,Y,4,,7,5,0,5,0,,8,7,1,6,0,,11,9,0,9,0,,8,8,,12,6,,42.37427096729334,-71.1043398482465
220012,CAPE COD HEALTHCARE,88 LEWIS BAY ROAD,HYANNIS,MA,2601,BARNSTABLE,(508) 771-1800,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,7,1,5,1,,11,11,0,10,1,,8,8,,12,10,,41.653030217961636,-70.27476283370527
220015,"COOLEY DICKINSON HOSPITAL INC,THE",30 LOCUST STREET,NORTHAMPTON,MA,1060,HAMPSHIRE,(413) 582-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,5,0,5,0,,8,6,0,6,0,,11,9,1,8,0,,8,8,,12,7,,42.331786270833334,-72.65354352083332
220016,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,1301,FRANKLIN,(413) 773-0211,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,5,0,5,0,,8,4,0,4,0,,11,9,0,9,0,,8,8,,12,7,,42.596166,-72.59079
220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,2124,SUFFOLK,(617) 506-2000,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,4,0,4,0,,8,4,1,3,0,,11,6,0,6,0,,8,8,,12,6,,42.27865436538462,-71.06616865384616
220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,100 SOUTH STREET,SOUTHBRIDGE,MA,1550,WORCESTER,(508) 765-9771,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,5,1,4,0,,8,3,0,3,0,,11,9,0,8,1,,8,8,,12,4,,42.07711,-72.043116
220020,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,FALL RIVER,MA,2721,BRISTOL,(508) 674-5600,Acute Care Hospitals,Proprietary,Yes,Y,4,,7,6,0,6,0,,8,7,1,6,0,,11,10,0,8,2,,8,8,,12,9,,41.69312107692308,-71.16307346153846
220024,HOLYOKE MEDICAL CENTER,575 BEECH STREET,HOLYOKE,MA,1040,HAMPDEN,(413) 534-2500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,5,0,5,0,,8,5,0,5,0,,11,10,0,9,1,,8,8,,12,4,,42.199393,-72.628653
220029,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,1950,ESSEX,(978) 463-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,5,0,5,0,,8,4,0,4,0,,11,9,0,8,1,,8,8,,12,4,,42.814662,-70.890461
220030,BAYSTATE WING HOSPITAL,40 WRIGHT STREET,PALMER,MA,1069,HAMPDEN,(413) 283-7651,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5,,7,5,0,5,0,,8,3,0,3,0,,11,7,0,7,0,,8,8,,12,8,,42.168596,-72.341321
220031,BOSTON MEDICAL CENTER,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,2118,SUFFOLK,(617) 638-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,1,6,0,,8,8,1,6,1,,11,11,0,8,3,,8,8,,12,10,,42.355492,-71.048611
220033,NORTHEAST HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,1915,ESSEX,(978) 922-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,6,1,5,0,,8,7,1,6,0,,11,10,0,8,2,,8,8,,12,7,,42.565135,-70.877136
220035,NORTH SHORE MEDICAL CENTER -,81 HIGHLAND AVENUE,SALEM,MA,1970,ESSEX,(978) 741-1215,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,6,3,3,0,,8,7,1,6,0,,11,8,1,6,1,,8,8,,12,9,,42.512426,-70.908039
220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,2135,SUFFOLK,(617) 789-3000,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,1,6,0,,8,7,0,7,0,,11,9,0,5,4,,8,8,,12,8,,42.349728999999996,-71.14847243749999
220046,BERKSHIRE MEDICAL CENTER,725 NORTH STREET,PITTSFIELD,MA,1201,BERKSHIRE,(413) 447-2000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,7,6,0,6,0,,8,7,1,6,0,,11,10,0,10,0,,8,8,,12,10,,42.45922220403114,-73.24858283639333
220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,1752,MIDDLESEX,(508) 481-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,5,0,5,0,,8,4,0,4,0,,11,7,0,7,0,,8,8,,12,5,,42.35398441933779,-71.55424865901223
220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,2302,PLYMOUTH,(508) 941-7000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,7,6,0,6,0,,8,7,2,5,0,,11,10,0,7,3,,8,8,,12,10,,42.08791,-70.991303
220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,(508) 746-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,6,3,3,0,,8,7,0,7,0,,11,10,2,5,3,,8,8,,12,10,,41.944243,-70.644901
220062,ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,WORCESTER,MA,1605,WORCESTER,(508) 799-9000,Acute Care Hospitals,Proprietary,No,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,1,1,0,,11,1,0,0,1,,8,Not Available,5,12,1,,42.27642437288135,-71.7952866101695
220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,(978) 937-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,6,0,6,0,,8,7,2,4,1,,11,10,1,6,3,,8,8,,12,9,,42.64624398406594,-71.34207935755492
220065,BAYSTATE NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,(413) 568-2811,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,4,0,4,0,,8,2,0,2,0,,11,6,0,6,0,,8,8,,12,3,,42.11818,-72.760965
220066,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,1104,HAMPDEN,(413) 748-9000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,6,0,6,0,,8,7,1,6,0,,11,10,0,10,0,,8,8,,12,8,,42.11570385860379,-72.5953658234569
220070,MELROSEWAKEFIELD HEALTHCARE,585 LEBANON STREET,MELROSE,MA,2176,MIDDLESEX,(781) 979-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,6,0,6,0,,8,7,0,7,0,,11,8,0,7,1,,8,8,,12,9,,42.46026780304171,-71.0618625326259
220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,2114,SUFFOLK,(617) 724-9725,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,7,3,4,0,,8,8,3,4,1,,11,11,3,4,4,,8,8,,12,8,,42.362512017995336,-71.06981634448375
220073,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,2780,BRISTOL,(508) 828-7000,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,5,0,5,0,,8,5,1,4,0,,11,7,0,5,2,,8,8,,12,7,,41.904708,-71.095603
220074,SOUTHCOAST HOSPITALS GROUP,363 HIGHLAND AVENUE,FALL RIVER,MA,2720,BRISTOL,(508) 679-3131,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,0,7,0,,8,8,0,7,1,,11,11,0,8,3,,8,8,,12,7,,41.71115560610445,-71.14584551831031
220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,2114,SUFFOLK,(617) 523-7900,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,2,0,2,0,,8,8,,12,3,,42.36262262311975,-71.07051926977529
220077,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,1199,HAMPDEN,(413) 794-0000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,0,7,0,,8,8,2,4,2,,11,11,0,8,3,,8,8,,12,9,,42.11903179591837,-72.60406193877552
220080,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,1844,ESSEX,(978) 687-0156,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,6,0,6,0,,8,7,1,6,0,,11,8,0,8,0,,8,8,,12,10,,42.72563601514816,-71.16894123531291
220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,2494,NORFOLK,(781) 453-3002,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,4,2,2,0,,8,3,0,3,0,,11,7,1,5,1,,8,8,,12,8,,42.27750212933206,-71.23727013859867
220084,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,1742,MIDDLESEX,(978) 369-1400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,5,0,5,0,,8,6,1,5,0,,11,9,1,8,0,,8,8,,12,8,,42.455103,-71.403133
220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,2215,SUFFOLK,(617) 667-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,7,7,3,4,0,,8,8,1,5,2,,11,11,0,7,4,,8,8,,12,9,,42.33981452173913,-71.10620047826087
220088,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,BOSTON,MA,2120,SUFFOLK,(617) 754-5800,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,5,,7,1,0,1,0,,8,3,2,1,0,,11,4,2,2,0,,8,8,,12,Not Available,5,42.32976703668993,-71.10510602552203
220090,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,1757,WORCESTER,(508) 473-1190,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5,,7,5,2,3,0,,8,7,1,6,0,,11,8,0,8,0,,8,8,,12,7,,42.133119,-71.529497
220095,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,MA,1440,WORCESTER,(978) 632-3420,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,4,0,4,0,,8,4,0,4,0,,11,9,0,8,1,,8,8,,12,8,,42.58689034718199,-71.98643620711574
220098,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,1432,MIDDLESEX,(978) 784-9000,Acute Care Hospitals,Proprietary,Yes,Y,4,,7,4,0,4,0,,8,3,0,3,0,,11,7,0,7,0,,8,8,,12,7,,42.577352149999996,-71.57414587343038
220100,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,2190,NORFOLK,(781) 340-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,6,1,5,0,,8,8,2,6,0,,11,8,0,7,1,,8,8,,12,8,,42.17482486069427,-70.95484283022918
220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,2462,MIDDLESEX,(617) 243-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,6,2,4,0,,8,7,2,5,0,,11,10,2,7,1,,8,8,,12,9,,42.33228495680219,-71.24654011940903
220105,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,1890,MIDDLESEX,(781) 729-9000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,5,3,2,0,,8,7,1,6,0,,11,10,0,8,2,,8,8,,12,6,,42.466425,-71.121178
220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,199 REEDSDALE ROAD,MILTON,MA,2186,NORFOLK,(617) 696-4600,Acute Care Hospitals,Government - Federal,Yes,Y,4,,7,4,1,3,0,,8,7,0,7,0,,11,7,0,5,2,,8,8,,12,7,,42.251381,-71.07774
220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,2115,SUFFOLK,(617) 732-5500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,1,5,1,,8,8,2,6,0,,11,11,1,7,3,,8,8,,12,10,,42.336143444444446,-71.10782222222223
220111,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,2301,PLYMOUTH,(508) 427-3000,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,6,0,6,0,,8,7,1,6,0,,11,8,0,5,3,,8,8,,12,10,,42.09805395,-71.0609587194362
220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,2111,SUFFOLK,(617) 636-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,1,6,0,,8,7,3,4,0,,11,11,0,9,2,,8,8,,12,8,,42.350169,-71.063336
220119,FAULKNER HOSPITAL-BRIGHAM AND WOMEN'S,1153 CENTRE STREET,BOSTON,MA,2130,SUFFOLK,(617) 983-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,4,2,2,0,,8,5,0,5,0,,11,7,2,3,2,,8,8,,12,7,,42.301242017939195,-71.12696738552262
220126,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,(781) 769-4000,Acute Care Hospitals,Proprietary,Yes,,3,,7,5,0,5,0,,8,4,0,4,0,,11,10,0,7,3,,8,8,,12,7,,42.18892,-71.20261
220135,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,(508) 548-5300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,6,1,5,0,,8,6,0,6,0,,11,8,0,8,0,,8,8,,12,7,,41.5644632,-70.6198444
220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,(508) 334-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,0,6,1,,8,8,4,2,2,,11,11,0,8,3,,8,8,,12,9,,42.27954899506873,-71.75856418630116
220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,(781) 744-5100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,2,5,0,,8,8,1,6,1,,11,11,1,9,1,,8,8,,12,6,,42.504683,-71.199768
220175,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,1701,MIDDLESEX,(508) 383-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,,7,6,0,6,0,,8,7,0,7,0,,11,10,0,9,1,,8,8,,12,7,,42.284519,-71.42003
220176,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,1608,WORCESTER,(508) 363-5000,Acute Care Hospitals,Proprietary,Yes,,3,,7,7,0,7,0,,8,7,2,5,0,,11,11,0,9,2,,8,8,,12,8,,42.26842168882059,-71.79597643510897
220177,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,2554,NANTUCKET,(508) 228-1200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5,12,5,,41.27761434322633,-70.10235527884291
221300,MARTHA'S VINEYARD HOSPITAL INC,"ONE HOSPITAL ROAD, FIRST FL, WING 5,  PO BOX 1477",OAK BLUFFS,MA,2557,DUKES,(508) 693-0410,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,3,0,3,0,,8,1,0,1,0,,11,8,1,7,0,,8,8,,12,4,,41.45995,-70.55016
221302,FAIRVIEW HOSPITAL,29 LEWIS AVENUE,GREAT BARRINGTON,MA,1230,BERKSHIRE,(413) 528-0790,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,3,0,3,0,,8,1,0,1,0,,11,7,0,7,0,,8,8,,12,4,,42.191882,-73.372346
221303,ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,ATHOL,MA,1331,WORCESTER,(978) 249-3511,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,3,0,3,0,,8,1,0,1,0,,11,5,1,4,0,,8,Not Available,5,12,4,,42.58581274836571,-72.20774091825383
223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,30 WARREN STREET,BRIGHTON,MA,2135,SUFFOLK,(617) 254-3800,Childrens,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.34966,-71.143325
223302,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,2115,SUFFOLK,(617) 735-6000,Childrens,Voluntary non-profit - Private,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.33793183299638,-71.10532469153011
223303,SHRINERS' HOSPITAL FOR CHILDREN (THE),516 CAREW STREET,SPRINGFIELD,MA,1104,HAMPDEN,(413) 787-2000,Childrens,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.1209804375,-72.59044825
223304,"SHRINERS' HOSPITAL FOR CHILDREN - BOSTON, THE",51 BLOSSOM STREET,BOSTON,MA,2114,SUFFOLK,(617) 722-3000,Childrens,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.36305545,-71.06643399281765
224001,TAUNTON STATE HOSPITAL,"60 HODGES AVENUE, BOX 151",TAUNTON,MA,2780,BRISTOL,(508) 977-3000,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.912291,-71.102269
224007,MCLEAN HOSPITAL CORPORATION,115 MILL STREET,BELMONT,MA,2478,MIDDLESEX,(617) 855-3450,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.395403375,-71.19552875
224013,ARBOUR HOSPITAL,49 ROBINWOOD AVENUE,BOSTON,MA,2130,SUFFOLK,(617) 522-4400,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.315245,-71.109995
224018,ARBOUR HUMAN RESOURCE INSTITUTE,227 BABCOCK STREET,BROOKLINE,MA,2446,NORFOLK,(617) 731-3200,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.350576922738604,-71.12139323023585
224021,ARBOUR-FULLER HOSPITAL,200 MAY STREET,SOUTH ATTLEBORO,MA,2703,BRISTOL,(508) 761-8500,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.924394750000005,-71.36076410900014
224022,BOURNEWOOD HOSPITAL,300 SOUTH STREET,BOSTON COLLEGE,MA,2467,MIDDLESEX,(617) 469-0300,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.855728,-72.462846
224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,45 CLAPBOARDTREE STREET,WESTWOOD,MA,2090,NORFOLK,(617) 762-7764,Psychiatric,Proprietary,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.208388,-71.224339
224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,49 HILLSIDE STREET,FALL RIVER,MA,2720,BRISTOL,(508) 235-7600,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.70782013793104,-71.1456915862069
224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,830 COUNTY ROAD,POCASSET,MA,2559,BARNSTABLE,(508) 563-2276,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.68944803220132,-70.60085360236674
224032,WORCESTER RECOVERY CENTER AND HOSPITAL,309 BELMONT STREET,WORCESTER,MA,1604,WORCESTER,(508) 752-4681,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.27399130612245,-71.76304081632652
224038,"WALDEN BEHAVIORAL CARE, LLC",10 CAREMATRIX DR,DEDHAM,MA,2026,NORFOLK,(781) 647-6727,Psychiatric,Government - Federal,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.22719,-71.17274141666667
224039,WHITTIER PAVILION,76 SUMMER STREET,HAVERHILL,MA,1830,ESSEX,(978) 373-8222,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.77772834497938,-71.07348774673325
224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,85 EAST NEWTON STREET,BOSTON,MA,2118,SUFFOLK,(617) 626-8700,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.336588,-71.071081
224041,SOUTHCOAST BEHAVIORAL HEALTH,581 FAUNCE CORNER ROAD,DARTMOUTH,MA,2747,BRISTOL,(615) 861-6000,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.676111381167445,-70.98788528176077
224043,TARAVISTA BEHAVIORAL HEALTH CENTER,85 PATTON ROAD,DEVENS,MA,1434,WORCESTER,(978) 615-5200,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,42.52943066993492,-71.62323353056618
